,PipeIDX,CAUSE,LATITUDE,LONGITUDE,yr,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,HurIdx,diftime,distance,frequency,max_int,fourplus,yr,failTF,locGrp,ptlong,ptlat,maxlong,minlat
5428,4626.0,natural,39.938561,-81.684735,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10706.0,245.0,250.8270369528242,2.0,997.0,0.0,2019.0,1.0,4,-81.684735,39.938561,-97.4,42.4
921,2237.0,outside,39.9850718,-81.7915186,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,634.5,53.82419423768054,16.0,984.0,0.0,1981.0,1.0,4,-81.7915186,39.9850718,-97.4,42.4
925,2241.0,outside,39.9936837,-81.73401679999999,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,642.5,51.84736363280567,16.0,984.0,0.0,1981.0,1.0,4,-81.73401679999999,39.9936837,-97.4,42.4
930,2239.0,outside,39.9936837,-81.73401679999999,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,644.5,51.84736363280567,16.0,984.0,0.0,1981.0,1.0,4,-81.73401679999999,39.9936837,-97.4,42.4
926,2242.0,outside,39.9936837,-81.73401679999999,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,642.5,51.84736363280567,16.0,984.0,0.0,1981.0,1.0,4,-81.73401679999999,39.9936837,-97.4,42.4
6055,4366.0,natural,40.003817,-80.892138,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11419.0,198.5,271.93282754579,1.0,993.0,0.0,2021.0,1.0,4,-80.892138,40.003817,-97.4,42.4
5795,4481.0,human,40.04994,-80.96381,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,10706.0,675.0,282.4397942654944,1.0,997.0,0.0,2020.0,1.0,4,-80.96381,40.04994,-97.4,42.4
1908,16983.0,outside,40.0639616,-80.7209149,1995.0,38.0,-82.0,0,,20,-1008,0.0,0.0,3440.0,26.0,110.0,6.0,1005.0,0.0,1995.0,1.0,4,-80.7209149,40.0639616,-73.2,22.3
564,2066.0,outside,39.8964641,-80.1792299,1980.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,190.5,51.589559472534326,17.0,984.0,0.0,1980.0,1.0,1,-80.1792299,39.8964641,-97.4,42.4
2795,3779.0,human,39.9131392,-80.4345355,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6823.0,244.25,211.20638995070385,9.0,969.0,0.0,2005.0,1.0,1,-80.4345355,39.9131392,-97.4,42.4
2589,17935.0,outside,39.9452218,-79.9919105,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6279.0,233.75,109.72355758325072,3.0,969.0,0.0,2004.0,1.0,1,-79.9919105,39.9452218,-97.4,42.4
6190,24898.0,natural,39.95934,-80.52045,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11416.0,329.25,293.0285681939308,2.0,993.0,0.0,2021.0,1.0,1,-80.52045,39.95934,-97.4,42.4
3596,18053.0,human,40.0786893,-79.8611832,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,7984.0,264.0,284.3167481705126,2.0,993.0,0.0,2009.0,1.0,1,-79.8611832,40.0786893,-97.4,42.4
658,2049.0,outside,40.1050733,-80.5078472,1980.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,261.5,49.27971656383561,16.0,984.0,0.0,1980.0,1.0,1,-80.5078472,40.1050733,-97.4,42.4
1127,15917.0,outside,40.1050733,-80.5078472,1983.0,37.0,-76.0,0,,30,-1015,0.0,0.0,1052.0,47.0,246.0,1.0,1015.0,0.0,1983.0,1.0,1,-80.5078472,40.1050733,-70.7,30.3
679,2060.0,outside,40.11785039999999,-80.4103439,1980.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,276.5,52.927905333254245,16.0,984.0,0.0,1980.0,1.0,1,-80.4103439,40.11785039999999,-97.4,42.4
6180,24903.0,natural,40.154797,-80.3574,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11416.0,320.25,281.49515826035173,2.0,993.0,0.0,2021.0,1.0,1,-80.3574,40.154797,-97.4,42.4
5929,18321.0,outside,40.175262,-80.298543,2020.0,37.0,-76.0,0,,60,-993,0.0,0.0,11419.0,22.0,254.0,2.0,993.0,0.0,2020.0,1.0,1,-80.298543,40.175262,-65.7,15.8
6430,24642.0,outside,40.26492,-80.206016,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,11926.0,313.75,282.994083267621,4.0,993.0,0.0,2022.0,1.0,1,-80.206016,40.26492,-97.4,42.4
3465,4078.0,outside,40.2692367,-79.8897706,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,7984.0,130.0,285.9851156279311,2.0,993.0,0.0,2009.0,1.0,1,-79.8897706,40.2692367,-97.4,42.4
2645,17397.0,natural,40.2912179,-79.8185122,2004.0,37.0,-80.0,0,,20,-999,0.0,0.0,6706.0,0.0,229.0,6.0,969.0,0.0,2004.0,1.0,1,-79.8185122,40.2912179,-27.6,8.9
2590,17359.0,outside,40.3144138,-79.6774114,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6279.0,235.75,125.36558552929144,3.0,969.0,0.0,2004.0,1.0,1,-79.6774114,40.3144138,-97.4,42.4
627,2053.0,outside,40.3668437,-80.53897239999999,1980.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,231.5,64.62443579421407,16.0,984.0,0.0,1980.0,1.0,1,-80.53897239999999,40.3668437,-97.4,42.4
480,13433.0,outside,40.3713759,-79.8016569,1980.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,119.5,87.5481723718233,14.0,984.0,0.0,1980.0,1.0,1,-79.8016569,40.3713759,-97.4,42.4
1116,15872.0,outside,40.39005969999999,-80.01436559999999,1983.0,37.0,-76.0,0,,30,-1015,0.0,0.0,1052.0,25.0,239.0,1.0,1015.0,0.0,1983.0,1.0,1,-80.01436559999999,40.39005969999999,-70.7,30.3
3748,19443.0,human,40.39501,-80.366364,2010.0,0.0,0.0,0,,12,-1050,0.0,0.0,7977.0,596.25,266.1956081000507,1.0,993.0,0.0,2010.0,1.0,1,-80.366364,40.39501,-97.4,42.4
4961,4948.0,outside,40.39682924,-79.52351279,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9779.0,353.25,291.9464383247398,1.0,1012.0,0.0,2016.0,1.0,1,-79.52351279,40.39682924,-97.4,42.4
3429,4053.0,outside,40.4131233,-79.57032009999999,2008.0,37.0,-76.0,0,,45,-993,0.0,0.0,7977.0,23.0,237.0,2.0,993.0,0.0,2008.0,1.0,1,-79.57032009999999,40.4131233,-57.3,19.4
2979,3846.0,outside,40.4131233,-79.57032009999999,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,6823.0,557.25,223.82205631369152,6.0,998.0,0.0,2006.0,1.0,1,-79.57032009999999,40.4131233,-97.4,42.4
859,13831.0,outside,40.41895660000001,-80.58951669999999,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,585.5,67.04265596496757,16.0,984.0,0.0,1981.0,1.0,1,-80.58951669999999,40.41895660000001,-97.4,42.4
6337,18178.0,outside,40.439621,-79.899509,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,11926.0,202.75,274.2012280469308,5.0,993.0,0.0,2022.0,1.0,1,-79.899509,40.439621,-97.4,42.4
2649,17398.0,natural,40.4404569,-79.8039555,2004.0,37.0,-78.0,0,,15,-998,0.0,0.0,6712.0,2.0,201.0,8.0,969.0,0.0,2004.0,1.0,1,-79.8039555,40.4404569,-27.6,8.9
1165,16258.0,outside,40.44062479999999,-79.9958864,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,115.25,241.53081699877012,1.0,1015.0,0.0,1984.0,1.0,1,-79.9958864,40.44062479999999,-97.4,42.4
1326,16629.0,outside,40.44062479999999,-79.9958864,1985.0,38.0,-79.0,0,,25,-1011,0.0,0.0,1325.0,59.0,150.0,4.0,1009.0,0.0,1985.0,1.0,1,-79.9958864,40.44062479999999,-79.5,25.6
295,12909.0,outside,40.4417703,-80.08701549999999,1979.0,39.0,-80.0,0,,15,-1011,0.0,0.0,349.0,1.0,99.0,10.0,1007.0,0.0,1979.0,1.0,1,-80.08701549999999,40.4417703,-46.3,12.5
6004,18275.0,outside,40.455345,-79.97899,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11416.0,153.25,258.1033038970757,2.0,993.0,0.0,2021.0,1.0,1,-79.97899,40.455345,-97.4,42.4
2646,17393.0,natural,40.4644096,-80.0592623,2004.0,37.0,-80.0,0,,20,-999,0.0,0.0,6706.0,0.0,240.0,5.0,969.0,0.0,2004.0,1.0,1,-80.0592623,40.4644096,-27.6,8.9
2750,17484.0,human,40.4766907,-80.1735783,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6823.0,168.25,239.0673400807495,7.0,969.0,0.0,2005.0,1.0,1,-80.1735783,40.4766907,-97.4,42.4
369,1944.0,outside,40.0959055,-80.724526,1979.0,39.0,-80.0,0,,15,-1011,0.0,0.0,349.0,37.0,80.0,11.0,1006.0,0.0,1979.0,1.0,4,-80.724526,40.0959055,-46.3,12.5
2533,22744.0,human,40.1987643,-81.7568253,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6279.0,148.75,188.5165005079744,2.0,988.0,0.0,2004.0,1.0,4,-81.7568253,40.1987643,-97.4,42.4
6290,4284.0,outside,40.2527778,-81.0258333,2021.0,36.0,-83.0,0,,20,-1000,0.0,0.0,12035.0,50.0,281.0,2.0,993.0,0.0,2021.0,1.0,4,-81.0258333,40.2527778,-78.9,16.5
5787,4488.0,outside,40.27306,-81.57444,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,10706.0,665.0,246.7043811204138,2.0,997.0,0.0,2020.0,1.0,4,-81.57444,40.27306,-97.4,42.4
1128,2768.0,outside,40.4333996,-80.7717478,1983.0,37.0,-76.0,0,,30,-1015,0.0,0.0,1052.0,52.0,271.0,1.0,1015.0,0.0,1983.0,1.0,4,-80.7717478,40.4333996,-70.7,30.3
932,2232.0,outside,40.650061,-81.4520613,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,648.5,82.88643763258403,14.0,987.0,0.0,1981.0,1.0,4,-81.4520613,40.650061,-97.4,42.4
2527,22729.0,human,40.667283,-81.354835,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6279.0,138.75,193.602151331435,2.0,988.0,0.0,2004.0,1.0,4,-81.354835,40.667283,-97.4,42.4
1117,15983.0,outside,40.7511704,-80.937032,1983.0,37.0,-76.0,0,,30,-1015,0.0,0.0,1052.0,27.0,292.0,1.0,1015.0,0.0,1983.0,1.0,4,-80.937032,40.7511704,-70.7,30.3
3593,24314.0,outside,40.7720044,-80.7681336,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,7977.0,255.25,299.2639401987073,1.0,993.0,0.0,2009.0,1.0,4,-80.7681336,40.7720044,-97.4,42.4
6342,4254.0,outside,40.82479,-80.75669,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,11416.0,548.25,296.335134066524,1.0,994.0,0.0,2022.0,1.0,4,-80.75669,40.82479,-97.4,42.4
2643,17627.0,natural,40.4850248,-80.1293961,2004.0,37.0,-76.0,0,,35,-1001,0.0,0.0,6597.0,17.0,295.0,4.0,969.0,0.0,2004.0,1.0,1,-80.1293961,40.4850248,-63.5,31.3
6412,18162.0,outside,40.486217,-79.704213,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,11985.0,242.5,297.60146579202285,8.0,993.0,0.0,2022.0,1.0,1,-79.704213,40.486217,-97.4,42.4
3490,4082.0,natural,40.4909423,-79.7287703,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,7984.0,157.0,278.4743502255435,2.0,993.0,0.0,2009.0,1.0,1,-79.7287703,40.4909423,-97.4,42.4
2372,22452.0,outside,40.491695,-80.1986649,2003.0,0.0,0.0,0,,12,-1050,0.0,0.0,5917.0,163.5,172.86332629723947,1.0,998.0,0.0,2003.0,1.0,1,-80.1986649,40.491695,-97.4,42.4
2647,17396.0,natural,40.4975477,-79.8601223,2004.0,37.0,-78.0,0,,15,-998,0.0,0.0,6712.0,2.0,206.0,7.0,969.0,0.0,2004.0,1.0,1,-79.8601223,40.4975477,-27.6,8.9
2578,22766.0,outside,40.5053428,-80.1079608,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6279.0,213.75,146.4199160723769,3.0,969.0,0.0,2004.0,1.0,1,-80.1079608,40.5053428,-97.4,42.4
2779,17499.0,human,40.5115809,-79.9474422,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6823.0,211.25,236.7056133204559,7.0,969.0,0.0,2005.0,1.0,1,-79.9474422,40.5115809,-97.4,42.4
1764,20749.0,outside,40.51697670000001,-80.22134770000001,1992.0,40.0,-76.0,0,,25,-1014,0.0,0.0,2936.0,16.0,195.0,3.0,1008.0,0.0,1992.0,1.0,1,-80.22134770000001,40.51697670000001,-73.0,32.5
3420,24110.0,outside,40.5184013,-80.1667247,2008.0,37.0,-76.0,0,,45,-993,0.0,0.0,7977.0,11.0,264.0,1.0,993.0,0.0,2008.0,1.0,1,-80.1667247,40.5184013,-57.3,19.4
2579,17347.0,outside,40.5428873,-79.77636799999999,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6279.0,218.75,141.9670846475031,3.0,969.0,0.0,2004.0,1.0,1,-79.77636799999999,40.5428873,-97.4,42.4
1473,20027.0,outside,40.3845217,-77.8822199,1988.0,0.0,0.0,0,,12,-1050,0.0,0.0,1601.0,623.25,297.2393357919666,4.0,987.0,0.0,1988.0,1.0,1,-77.8822199,40.3845217,-97.4,42.4
734,13972.0,outside,40.5186809,-78.3947359,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,492.5,155.05304443776836,13.0,987.0,0.0,1981.0,1.0,1,-78.3947359,40.5186809,-97.4,42.4
655,2050.0,outside,40.6681213,-79.0116985,1980.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,258.5,132.65403479522536,13.0,987.0,0.0,1980.0,1.0,1,-79.0116985,40.6681213,-97.4,42.4
2551,3693.0,outside,40.9676588,-78.8701114,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6279.0,174.75,163.3552737867458,2.0,988.0,0.0,2004.0,1.0,1,-78.8701114,40.9676588,-97.4,42.4
363,1943.0,outside,41.1611746,-79.0830924,1979.0,39.0,-80.0,0,,15,-1011,0.0,0.0,349.0,31.0,160.0,8.0,1008.0,0.0,1979.0,1.0,1,-79.0830924,41.1611746,-46.3,12.5
877,2182.0,outside,41.3264556,-77.75082019999999,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,601.5,212.6863619296205,10.0,987.0,0.0,1981.0,1.0,1,-77.75082019999999,41.3264556,-97.4,42.4
17,1321.0,outside,41.3264556,-77.75082019999999,1976.0,41.0,-73.0,0,,60,-983,0.0,0.0,102.0,1.0,238.0,3.0,977.0,0.0,1976.0,1.0,1,-77.75082019999999,41.3264556,-72.4,25.6
3411,4049.0,outside,41.3264556,-77.75082019999999,2008.0,40.0,-74.0,0,,45,-994,0.0,0.0,7984.0,7.0,193.0,2.0,993.0,0.0,2008.0,1.0,1,-77.75082019999999,41.3264556,-57.3,19.4
1882,3366.0,outside,41.4245101,-77.8483258,1995.0,0.0,0.0,0,,12,-1050,0.0,0.0,3168.0,188.25,205.14858451435543,4.0,1010.0,0.0,1995.0,1.0,1,-77.8483258,41.4245101,-97.4,42.4
6314,4266.0,outside,41.42761,-77.853339,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,11985.0,141.5,189.86145236345493,11.0,993.0,0.0,2022.0,1.0,1,-77.853339,41.42761,-97.4,42.4
2644,17626.0,natural,40.5680603,-80.0062327,2004.0,37.0,-76.0,0,,35,-1001,0.0,0.0,6597.0,17.0,296.0,4.0,969.0,0.0,2004.0,1.0,1,-80.0062327,40.5680603,-63.5,31.3
660,13567.0,outside,40.5849232,-79.7209802,1980.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,262.5,101.00829516853314,13.0,987.0,0.0,1980.0,1.0,1,-79.7209802,40.5849232,-97.4,42.4
2330,17290.0,outside,40.5849232,-79.7209802,2003.0,0.0,0.0,0,,12,-1050,0.0,0.0,5917.0,110.5,197.6668218187171,1.0,998.0,0.0,2003.0,1.0,1,-79.7209802,40.5849232,-97.4,42.4
440,13054.0,outside,40.615537,-80.26218519999999,1979.0,39.0,-81.0,0,,35,-997,0.0,0.0,503.0,33.0,86.0,15.0,987.0,0.0,1979.0,1.0,1,-80.26218519999999,40.615537,-25.5,11.0
2656,3725.0,natural,40.615537,-80.26218519999999,2004.0,37.0,-78.0,0,,15,-998,0.0,0.0,6712.0,9.0,222.0,4.0,988.0,0.0,2004.0,1.0,1,-80.26218519999999,40.615537,-27.6,8.9
1181,2853.0,outside,40.6509,-79.93644429999999,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,130.25,250.0031479827078,1.0,1015.0,0.0,1984.0,1.0,1,-79.93644429999999,40.6509,-97.4,42.4
342,1949.0,outside,40.6962394,-79.3416271,1979.0,39.0,-80.0,0,,15,-1011,0.0,0.0,349.0,21.0,125.0,9.0,1007.0,0.0,1979.0,1.0,1,-79.3416271,40.6962394,-46.3,12.5
1630,20294.0,outside,40.7121522,-79.7287703,1990.0,0.0,0.0,0,,12,-1050,0.0,0.0,2262.0,188.25,188.42249500958977,1.0,987.0,0.0,1990.0,1.0,1,-79.7287703,40.7121522,-97.4,42.4
5858,18345.0,outside,41.283554,-80.527737,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,10706.0,729.0,284.7289555415834,1.0,997.0,0.0,2020.0,1.0,1,-80.527737,41.283554,-97.4,42.4
6357,4249.0,outside,41.40089,-80.28235,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,11416.0,558.25,272.4706099224136,1.0,994.0,0.0,2022.0,1.0,1,-80.28235,41.40089,-97.4,42.4
71,10591.0,outside,41.4634516,-78.52065,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,102.0,171.75,278.9762507968293,1.0,983.0,0.0,1977.0,1.0,1,-78.52065,41.4634516,-97.4,42.4
182,1697.0,outside,41.4906172,-78.675026,1978.0,0.0,0.0,0,,12,-1050,0.0,0.0,102.0,587.75,287.11912681927816,1.0,983.0,0.0,1978.0,1.0,1,-78.675026,41.4906172,-97.4,42.4
6043,4372.0,outside,41.512715,-77.983961,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11416.0,194.25,156.1251912885859,5.0,993.0,0.0,2021.0,1.0,1,-77.983961,41.512715,-97.4,42.4
6229,4311.0,outside,41.85353319,-78.00097537,2021.0,38.0,-75.0,0,,50,-1001,0.0,0.0,11926.0,40.0,272.0,7.0,993.0,0.0,2021.0,1.0,1,-78.00097537,41.85353319,-42.8,9.3
6090,4356.0,outside,41.857114,-78.001397,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11416.0,214.25,164.6296153893824,5.0,993.0,0.0,2021.0,1.0,1,-78.001397,41.857114,-97.4,42.4
6067,4362.0,outside,41.870188,-77.994192,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11416.0,200.25,164.63763427813706,5.0,993.0,0.0,2021.0,1.0,1,-77.994192,41.870188,-97.4,42.4
2501,3671.0,outside,41.941852,-77.64958539999999,2003.0,38.0,-78.0,0,,50,-988,0.0,0.0,6279.0,20.0,239.0,1.0,988.0,0.0,2003.0,1.0,1,-77.64958539999999,41.941852,-31.4,13.4
28,1447.0,outside,41.941852,-77.64958539999999,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,143.5,272.86493384461875,3.0,977.0,0.0,1977.0,1.0,1,-77.64958539999999,41.941852,-97.4,42.4
336,1939.0,outside,41.96957889999999,-77.9053182,1979.0,39.0,-80.0,0,,15,-1011,0.0,0.0,349.0,18.0,237.0,5.0,1009.0,0.0,1979.0,1.0,1,-77.9053182,41.96957889999999,-46.3,12.5
1867,3347.0,outside,42.0564554,-78.4404783,1994.0,41.0,-76.0,0,,15,-1010,0.0,0.0,3171.0,19.0,139.0,7.0,1008.0,0.0,1994.0,1.0,1,-78.4404783,42.0564554,-72.0,28.7
3029,17658.0,outside,41.7262343,-79.9375182,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,6711.0,622.5,286.5201512492189,2.0,998.0,0.0,2006.0,1.0,1,-79.9375182,41.7262343,-97.4,42.4
890,2229.0,outside,42.1216182,-80.0827901,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,614.5,187.17951420612508,10.0,989.0,0.0,1981.0,1.0,1,-80.0827901,42.1216182,-97.4,42.4
102,10850.0,outside,40.9106541,-73.56206890000001,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,215.5,131.1435780792374,4.0,970.0,0.0,1977.0,1.0,1,-73.56206890000001,40.9106541,-97.4,42.4
3772,19433.0,outside,40.948871,-73.702631,2010.0,0.0,0.0,0,,12,-1050,0.0,0.0,8099.0,356.25,299.8406427191943,6.0,993.0,0.0,2010.0,1.0,1,-73.702631,40.948871,-97.4,42.4
740,13862.0,outside,40.9509762,-73.0995528,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,435.0,502.5,170.9841374637974,2.0,991.0,0.0,1981.0,1.0,1,-73.0995528,40.9509762,-97.4,42.4
4241,5396.0,outside,40.976441,-73.807641,2012.0,38.0,-73.0,0,,80,-940,0.0,0.0,9428.0,15.0,187.0,1.0,940.0,0.0,2012.0,1.0,1,-73.807641,40.976441,-70.5,12.6
3316,17925.0,human,40.9801714,-73.7703535,2008.0,0.0,0.0,0,,12,-1050,0.0,0.0,7647.0,205.0,292.90566432215525,10.0,1000.0,0.0,2008.0,1.0,1,-73.7703535,40.9801714,-97.4,42.4
3476,18001.0,outside,40.9882755,-73.7962763,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,7984.0,139.0,77.61461530399382,6.0,993.0,0.0,2009.0,1.0,1,-73.7962763,40.9882755,-97.4,42.4
4243,19167.0,outside,40.9887674,-73.8087485,2012.0,38.0,-73.0,0,,80,-940,0.0,0.0,9428.0,22.0,188.0,1.0,940.0,0.0,2012.0,1.0,1,-73.8087485,40.9887674,-70.5,12.6
127,11037.0,outside,41.0262417,-73.6281964,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,287.5,125.7667801578136,3.0,977.0,0.0,1977.0,1.0,1,-73.6281964,41.0262417,-97.4,42.4
4240,5400.0,outside,41.027542,-73.774627,2012.0,38.0,-73.0,0,,80,-940,0.0,0.0,9428.0,11.0,190.0,1.0,940.0,0.0,2012.0,1.0,1,-73.774627,41.027542,-70.5,12.6
4356,19128.0,outside,41.03323,-73.77553,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9428.0,141.25,191.04404510791952,1.0,940.0,0.0,2013.0,1.0,1,-73.77553,41.03323,-97.4,42.4
3159,23662.0,human,40.7889746,-76.5588473,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7418.0,299.0,260.479007234163,4.0,1001.0,0.0,2007.0,1.0,1,-76.5588473,40.7889746,-97.4,42.4
469,13161.0,outside,40.9265389,-76.76827750000001,1979.0,39.0,-81.0,0,,35,-997,0.0,0.0,503.0,59.0,244.0,11.0,987.0,0.0,1979.0,1.0,1,-76.76827750000001,40.9265389,-25.5,11.0
751,13970.0,outside,41.0120296,-76.8477412,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,500.5,242.9938110648503,11.0,987.0,0.0,1981.0,1.0,1,-76.8477412,41.0120296,-97.4,42.4
46,10525.0,outside,41.1703592,-76.8769076,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,160.5,251.0459839405745,3.0,977.0,0.0,1977.0,1.0,1,-76.8769076,41.1703592,-97.4,42.4
48,10534.0,outside,41.1703592,-76.8769076,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,161.5,251.0459839405745,3.0,977.0,0.0,1977.0,1.0,1,-76.8769076,41.1703592,-97.4,42.4
1849,21087.0,outside,41.2033216,-77.1945247,1994.0,0.0,0.0,0,,12,-1050,0.0,0.0,2936.0,588.5,60.65933417937701,4.0,1007.0,0.0,1994.0,1.0,1,-77.1945247,41.2033216,-97.4,42.4
1329,2975.0,outside,41.2033216,-77.1945247,1985.0,40.0,-73.0,0,,75,-961,0.0,0.0,1457.0,34.0,208.0,9.0,951.0,0.0,1985.0,1.0,1,-77.1945247,41.2033216,-23.6,13.3
1738,20632.0,outside,41.2033216,-77.1945247,1992.0,0.0,0.0,0,,12,-1050,0.0,0.0,2693.0,170.29166666666666,291.5337165827193,2.0,953.0,0.0,1992.0,1.0,1,-77.1945247,41.2033216,-97.4,42.4
1984,21471.0,outside,41.2411897,-77.00107860000001,1996.0,0.0,0.0,0,,12,-1050,0.0,0.0,3179.0,643.0,264.1842617178719,5.0,1010.0,0.0,1996.0,1.0,1,-77.00107860000001,41.2411897,-97.4,42.4
4806,5052.0,outside,41.26376858,-76.4946141,2015.0,37.0,-76.0,0,,30,-1012,0.0,0.0,9779.0,28.0,294.0,2.0,978.0,0.0,2015.0,1.0,1,-76.4946141,41.26376858,-76.3,32.2
115,10936.0,outside,40.9167654,-74.17181099999999,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,255.5,147.90450353216397,4.0,970.0,0.0,1977.0,1.0,1,-74.17181099999999,40.9167654,-97.4,42.4
2788,17500.0,human,41.0122989,-74.127725,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6711.0,241.5,226.40156968534103,9.0,999.0,0.0,2005.0,1.0,1,-74.127725,41.0122989,-97.4,42.4
6139,18239.0,human,41.0148748,-74.034904,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11438.0,269.0,263.71086140085606,10.0,956.0,0.0,2021.0,1.0,1,-74.034904,41.0148748,-97.4,42.4
1925,3395.0,outside,41.0222205,-75.14286320000001,1996.0,0.0,0.0,0,,12,-1050,0.0,0.0,3179.0,505.0,176.42898633857683,5.0,1010.0,0.0,1996.0,1.0,1,-75.14286320000001,41.0222205,-97.4,42.4
741,13985.0,outside,41.0414857,-74.129032,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,435.0,504.5,117.37225100944828,4.0,989.0,0.0,1981.0,1.0,1,-74.129032,41.0414857,-97.4,42.4
94,10728.0,outside,41.0601152,-74.29422079999999,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,195.5,144.4034139210909,3.0,977.0,0.0,1977.0,1.0,1,-74.29422079999999,41.0601152,-97.4,42.4
1441,3058.0,outside,41.1499987,-74.9910112,1988.0,0.0,0.0,0,,12,-1050,0.0,0.0,1602.0,504.0,237.7596173710189,4.0,990.0,0.0,1988.0,1.0,1,-74.9910112,41.1499987,-97.4,42.4
6305,4271.0,outside,41.24402909,-74.64609836,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,11985.0,130.5,33.77020938241243,22.0,986.0,0.0,2022.0,1.0,1,-74.64609836,41.24402909,-97.4,42.4
6384,18166.0,outside,41.5027,-74.02783,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,11985.0,202.5,11.169335263152092,20.0,986.0,0.0,2022.0,1.0,1,-74.02783,41.5027,-97.4,42.4
17882,,,,,2021.0,41.7,-74.4,tropical depression,-1.0,25,-1005,0.0,0.0,,,,,,,2021.0,0.0,1,-74.4,41.7,-62.7,29.5
3290,3986.0,outside,41.16952690000001,-75.87741900000002,2008.0,0.0,0.0,0,,12,-1050,0.0,0.0,7419.0,576.75,280.9653835535099,5.0,1000.0,0.0,2008.0,1.0,1,-75.87741900000002,41.16952690000001,-97.4,42.4
